ID_Registro;Fecha;Año;Mes_Num;Mes;Trimestre;Región;Ciudad;Tipo_Institución;Institución;Canal;Línea_Terapéutica;Producto;Fabricante;Unidad_Medida;Requiere_Receta;Unidades;Precio_Unitario_USD;Costo_Unitario_USD;Descuento_Pct;Lead_Time_Días;Inventario_Días;Devolución_Pct;Pacientes_Impactados;Urgencia_Abasto;Ventas_Brutas_USD;Monto_Descuento_USD;Ventas_Netas_USD;Costo_Total_USD;Utilidad_Bruta_USD;Margen_Bruto_Pct;Devoluciones_Unidades;Riesgo_Stockout
RX-01422;2025-04-29 00:00:00;2025;4;Apr;T2;Centro;Tunja;Cadena de Farmacias;Droguerías Cafam;Retail;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;29;13,8;6,43;0,0431;5;36;0,0106;30;Baja;400,2;17,24862;382,95138;186,47;196,48138;0,513071346;0;0,14625
RX-01423;2025-08-30 00:00:00;2025;8;Aug;T3;Occidente;Medellín;Distribuidor;Coopidrogas;Mayorista;Salud digestiva;Probiótico 10B;Genfar;caja;No;57;14,29;9,68;0,1287;10;61;0,0094;74;Baja;814,53;104,830011;709,699989;551,76;157,939989;0,222544725;1;0,171639344
RX-01424;2025-12-24 00:00:00;2025;12;Dec;T4;Norte;Barranquilla;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;25;6,49;3,51;0,0443;1;14;0,0168;18;Media;162,25;7,187675;155,062325;87,75;67,312325;0,434098515;0;0,077428571
RX-01425;2025-06-14 00:00:00;2025;6;Jun;T2;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;7;20,19;11,95;0,0352;1;24;0,0176;6;Baja;141,33;4,974816;136,355184;83,65;52,705184;0,386528641;0;0,045333333
RX-01426;2025-04-24 00:00:00;2025;4;Apr;T2;Oriente;Cúcuta;Clínica;Clínica Medical Duarte;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;10;14,42;7,19;0,0952;8;34;0,0055;9;Baja;144,2;13,72784;130,47216;71,9;58,57216;0,448924583;0;0,241764706
RX-01427;2025-08-07 00:00:00;2025;8;Aug;T3;Occidente;Bello;Clínica;Hospital Marco Fidel Suárez;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;7;12,1;6,11;0,0939;4;40;0,0038;9;Baja;84,7;7,95333;76,74667;42,77;33,97667;0,442711977;0;0,1019
RX-01428;2025-04-24 00:00:00;2025;4;Apr;T2;Sur;Pasto;Hospital;Hospital Universitario Departamental de Nariño;Institucional;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;29;7,4;3,97;0,1123;9;33;0,0046;51;Baja;214,6;24,09958;190,50042;115,13;75,37042;0,395644377;0;0,279
RX-01429;2025-03-14 00:00:00;2025;3;Mar;T1;Sur;Neiva;Cadena de Farmacias;Droguerías Cafam;Retail;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;12;17,26;9,35;0,0117;4;3;0,0138;12;Media;207,12;2,423304;204,696696;112,2;92,496696;0,451871954;0;1,425333333
RX-01430;2025-07-01 00:00:00;2025;7;Jul;T3;Oriente;Bucaramanga;Distribuidor;Disfarma;Mayorista;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;41;17,42;11,34;0,1068;5;50;0,0082;48;Baja;714,22;76,278696;637,941304;464,94;173,001304;0,271186868;0;0,1041
RX-01431;2025-01-09 00:00:00;2025;1;Jan;T1;Oriente;Bucaramanga;Cadena de Farmacias;Farmatodo;Retail;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;48;8,03;4,29;0,0257;3;34;0,011;56;Baja;385,44;9,905808;375,534192;205,92;169,614192;0,451661115;1;0,093088235
RX-01432;2025-03-21 00:00:00;2025;3;Mar;T1;Sur;Neiva;Clínica;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;18;5,27;2,43;0,0785;6;38;0,0111;27;Baja;94,86;7,44651;87,41349;43,74;43,67349;0,499619567;0;0,166657895
RX-01433;2025-06-10 00:00:00;2025;6;Jun;T2;Occidente;Bello;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;5;21,03;12,4;0,0359;4;17;0,009;5;Media;105,15;3,774885;101,375115;62;39,375115;0,388410065;0;0,245882353
RX-01434;2025-07-12 00:00:00;2025;7;Jul;T3;Oriente;Cúcuta;Hospital;Clínica Medical Duarte;Institucional;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;21;17,42;11,1;0,0829;8;38;0;19;Alta;365,82;30,326478;335,493522;233,1;102,393522;0,30520268;0;0,210526316
RX-01435;2025-08-10 00:00:00;2025;8;Aug;T3;Sur;Neiva;Hospital;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;37;14,61;9,35;0,0613;4;23;0,0118;41;Baja;540,57;33,136941;507,433059;345,95;161,483059;0,318235196;0;0,184173913
RX-01436;2025-10-20 00:00:00;2025;10;Oct;T4;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;53;5,02;2,59;0,0375;4;26;0,0138;87;Baja;266,06;9,97725;256,08275;137,27;118,81275;0,463962332;1;0,164461538
RX-01437;2025-11-13 00:00:00;2025;11;Nov;T4;Norte;Cartagena;Distribuidor;Disfarma;Mayorista;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;10;59,86;41,38;0,1226;10;36;0,0056;11;Baja;598,6;73,38836;525,21164;413,8;111,41164;0,212127134;0;0,285555556
RX-01438;2025-07-06 00:00:00;2025;7;Jul;T3;Oriente;Cúcuta;Clínica;Clínica Medical Duarte;Institucional;Vacunas;Vacuna VPH;Laboratorios MK;dosis;Sí;4;118,95;75,17;0,1023;3;27;0,0082;3;Baja;475,8;48,67434;427,12566;300,68;126,44566;0,296038548;0;0,115666667
RX-01439;2025-05-03 00:00:00;2025;5;May;T2;Oriente;Cúcuta;Cadena de Farmacias;Droguerías Cafam;Retail;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;9;13,32;7,52;0,0669;5;17;0,0164;8;Media;119,88;8,019972;111,860028;67,68;44,180028;0,394958135;0;0,318235294
RX-01440;2025-04-10 00:00:00;2025;4;Apr;T2;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;12;21,65;12,4;0,0697;1;23;0,0131;11;Baja;259,8;18,10806;241,69194;148,8;92,89194;0,384340247;0;0,046326087
RX-01441;2025-06-08 00:00:00;2025;6;Jun;T2;Sur;Neiva;Hospital;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;16;7,51;3,75;0,054;7;43;0,0111;22;Baja;120,16;6,48864;113,67136;60;53,67136;0,472162557;0;0,171825581
RX-01442;2025-07-17 00:00:00;2025;7;Jul;T3;Occidente;Bello;Clínica;Hospital Marco Fidel Suárez;Institucional;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;3;34,3;25,42;0,0669;5;27;0,0089;2;Baja;102,9;6,88401;96,01599;76,26;19,75599;0,205757291;0;0,193425926
RX-01443;2025-05-28 00:00:00;2025;5;May;T2;Centro;Soacha;Hospital;Clínica del Country;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;34;5,7;2,73;0,1172;5;28;0,0006;46;Baja;193,8;22,71336;171,08664;92,82;78,26664;0,457467865;0;0,179107143
RX-01444;2025-04-04 00:00:00;2025;4;Apr;T2;Sur;Neiva;Clínica;Clínica Medilaser Neiva;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;15;15,86;9,42;0,0846;5;34;0,0083;19;Baja;237,9;20,12634;217,77366;141,3;76,47366;0,351161201;0;0,153161765
RX-01445;2025-07-15 00:00:00;2025;7;Jul;T3;Sur;Cali;Cadena de Farmacias;Cruz Verde;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;17;7,61;3,76;0,0335;2;21;0,0142;27;Baja;129,37;4,333895;125,036105;63,92;61,116105;0,488787659;0;0,102
RX-01446;2025-09-14 00:00:00;2025;9;Sep;T3;Centro;Tunja;Cadena de Farmacias;Droguerías Cafam;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;17;8,1;3,82;0,0548;2;18;0,0153;25;Baja;137,7;7,54596;130,15404;64,94;65,21404;0,501052753;0;0,119611111
RX-01447;2025-10-22 00:00:00;2025;10;Oct;T4;Centro;Bogotá;Cadena de Farmacias;Cruz Verde;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;27;7,47;3,59;0,029;4;10;0,0143;46;Media;201,69;5,84901;195,84099;96,93;98,91099;0,505057649;0;0,4286
RX-01448;2025-07-04 00:00:00;2025;7;Jul;T3;Sur;Cali;Cadena de Farmacias;Droguerías Audifarma;Retail;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;11;13,38;6,63;0,0232;3;20;0,0156;12;Baja;147,18;3,414576;143,765424;72,93;70,835424;0,4927153;0;0,1617
RX-01449;2025-02-09 00:00:00;2025;2;Feb;T1;Occidente;Pereira;Clínica;Clínica Comfamiliar Risaralda;Institucional;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;11;108,03;79,75;0,0876;7;25;0,0119;7;Baja;1188,33;104,097708;1084,232292;877,25;206,982292;0,190902165;0;0,29666
RX-01450;2025-11-12 00:00:00;2025;11;Nov;T4;Occidente;Bello;Distribuidor;Drogas La Rebaja;Mayorista;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;160;29,48;17,62;0,1434;11;35;0,0152;190;Baja;4716,8;676,38912;4040,41088;2819,2;1221,21088;0,302249181;2;0,338171429
RX-01451;2025-03-23 00:00:00;2025;3;Mar;T1;Centro;Tunja;Cadena de Farmacias;Drogas La Rebaja;Retail;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;20;12,51;6,52;0,0305;1;36;0,0183;18;Baja;250,2;7,6311;242,5689;130,4;112,1689;0,46242078;0;0,030319444
RX-01452;2025-06-09 00:00:00;2025;6;Jun;T2;Centro;Bogotá;Hospital;Fundación Santa Fe de Bogotá;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;24;17,09;8,73;0,0558;4;23;0,0115;25;Baja;410,16;22,886928;387,273072;209,52;177,753072;0,458986397;0;0,183913043
RX-01453;2025-09-28 00:00:00;2025;9;Sep;T3;Sur;Neiva;Hospital;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;28;19,44;9,01;0,1032;3;38;0,0041;26;Baja;544,32;56,173824;488,146176;252,28;235,866176;0,483187593;0;0,080565789
RX-01454;2025-11-24 00:00:00;2025;11;Nov;T4;Centro;Tunja;Cadena de Farmacias;Drogas La Rebaja;Retail;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;8;108,3;74,7;0,0264;1;15;0,0125;7;Media;866,4;22,87296;843,52704;597,6;245,92704;0,291546125;0;0,070833333
RX-01455;2025-02-23 00:00:00;2025;2;Feb;T1;Norte;Barranquilla;Clínica;Clínica Portoazul Auna;Institucional;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;15;9,59;4,71;0,098;1;36;0,0092;12;Baja;143,85;14,0973;129,7527;70,65;59,1027;0,45550266;0;0,029055556
RX-01456;2025-12-20 00:00:00;2025;12;Dec;T4;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;34;10,35;6,24;0,0888;2;28;0,0114;45;Baja;351,9;31,24872;320,65128;212,16;108,49128;0,33834663;0;0,0755
RX-01457;2025-01-18 00:00:00;2025;1;Jan;T1;Sur;Neiva;Clínica;Clínica Medilaser Neiva;Institucional;Oncología;Rituximab;Procaps;vial;Sí;1;989,56;788,04;0,1336;5;44;0,0071;1;Baja;989,56;132,205216;857,354784;788,04;69,314784;0,080847259;0;0,117670455
RX-01458;2025-09-12 00:00:00;2025;9;Sep;T3;Sur;Pasto;Distribuidor;Droguerías Cafam;Mayorista;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;14;36,04;24,65;0,0865;6;31;0,0131;14;Baja;504,56;43,64444;460,91556;345,1;115,81556;0,251272836;0;0,206225806
RX-01459;2025-07-25 00:00:00;2025;7;Jul;T3;Sur;Cali;Clínica;Clínica Imbanaco;Institucional;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;16;29,19;17,18;0,1177;7;35;0,0092;16;Baja;467,04;54,970608;412,069392;274,88;137,189392;0,332927887;0;0,2092
RX-01460;2025-02-26 00:00:00;2025;2;Feb;T1;Occidente;Medellín;Hospital;Hospital Pablo Tobón Uribe;Institucional;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;11;26,03;16,09;0,0898;7;27;0,0109;11;Baja;286,33;25,712434;260,617566;176,99;83,627566;0,320882308;0;0,273388889
RX-01461;2025-11-21 00:00:00;2025;11;Nov;T4;Occidente;Medellín;Clínica;Hospital Pablo Tobón Uribe;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;14;11,53;6,5;0,0821;4;29;0,0052;19;Baja;161,42;13,252582;148,167418;91;57,167418;0,385829886;0;0,141517241
RX-01462;2025-07-21 00:00:00;2025;7;Jul;T3;Sur;Neiva;Hospital;Clínica Medilaser Neiva;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;10;59,78;39;0,0968;6;14;0,0113;9;Media;597,8;57,86704;539,93296;390;149,93296;0,277688104;0;0,452785714
RX-01463;2025-07-21 00:00:00;2025;7;Jul;T3;Occidente;Pereira;Clínica;Clínica Comfamiliar Risaralda;Institucional;Oncología;Trastuzumab;Procaps;vial;Sí;1;1219,29;1035,31;0,0745;7;36;0,0089;1;Alta;1219,29;90,837105;1128,452895;1035,31;93,142895;0,082540348;0;0,203097222
RX-01464;2025-11-21 00:00:00;2025;11;Nov;T4;Occidente;Pereira;Clínica;Hospital Universitario San Jorge;Institucional;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;23;19,72;11,15;0,0694;2;22;0,0004;25;Baja;453,56;31,477064;422,082936;256,45;165,632936;0,392417987;0;0,091090909
RX-01465;2025-11-03 00:00:00;2025;11;Nov;T4;Oriente;Villavicencio;Hospital;Clínica Meta;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;24;11,48;6,83;0,0864;4;41;0,0084;26;Baja;275,52;23,804928;251,715072;163,92;87,795072;0,348787505;0;0,101658537
RX-01466;2025-02-07 00:00:00;2025;2;Feb;T1;Norte;Barranquilla;Distribuidor;Drogas La Rebaja;Mayorista;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;64;5,23;2,55;0,1108;8;36;0,0038;89;Baja;334,72;37,086976;297,633024;163,2;134,433024;0,45167375;0;0,226444444
RX-01467;2025-07-30 00:00:00;2025;7;Jul;T3;Sur;Cali;Distribuidor;Disfarma;Mayorista;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;12;13,32;6,59;0,0988;8;45;0,015;11;Baja;159,84;15,792192;144,047808;79,08;64,967808;0,451015596;0;0,191111111
RX-01468;2025-02-15 00:00:00;2025;2;Feb;T1;Centro;Tunja;Hospital;Clínica Medilaser Tunja;Institucional;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;58;7,74;4,52;0,0942;5;30;0,0146;55;Baja;448,92;42,288264;406,631736;262,16;144,471736;0,355288885;1;0,178833333
RX-01469;2025-10-06 00:00:00;2025;10;Oct;T4;Occidente;Medellín;Hospital;Hospital Universitario San Vicente Fundación;Institucional;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;29;13,88;6,72;0,0984;4;26;0,012;30;Baja;402,52;39,607968;362,912032;194,88;168,032032;0,463010364;0;0,163076923
RX-01470;2025-02-16 00:00:00;2025;2;Feb;T1;Sur;Neiva;Cadena de Farmacias;Droguerías Cafam;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;28;7,58;3,81;0,052;3;11;0,0118;46;Media;212,24;11,03648;201,20352;106,68;94,52352;0,469790588;0;0,288818182
RX-01471;2025-10-31 00:00:00;2025;10;Oct;T4;Norte;Santa Marta;Distribuidor;Droguerías Cafam;Mayorista;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;30;23,52;11,74;0,1187;4;35;0,0156;33;Baja;705,6;83,75472;621,84528;352,2;269,64528;0,433621173;0;0,1232
RX-01472;2025-03-11 00:00:00;2025;3;Mar;T1;Sur;Neiva;Clínica;Clínica Medilaser Neiva;Institucional;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;18;8,59;4,17;0,0676;7;30;0,009;17;Alta;154,62;10,452312;144,167688;75,06;69,107688;0,47935629;0;0,243833333
RX-01473;2025-09-28 00:00:00;2025;9;Sep;T3;Oriente;Cúcuta;Hospital;Clínica Medical Duarte;Institucional;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;5;109,84;76,89;0,0923;3;24;0,0066;3;Baja;549,2;50,69116;498,50884;384,45;114,05884;0,228800035;0;0,129125
RX-01474;2025-03-27 00:00:00;2025;3;Mar;T1;Sur;Cali;Hospital;Clínica Imbanaco;Institucional;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;16;29,92;17,53;0,0687;4;27;0,0112;17;Baja;478,72;32,888064;445,831936;280,48;165,351936;0,37088401;0;0,156444444
RX-01475;2025-11-29 00:00:00;2025;11;Nov;T4;Sur;Neiva;Clínica;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Vacunas;Vacuna VPH;Laboratorios MK;dosis;Sí;3;118,61;74,51;0,0709;7;26;0,0047;2;Baja;355,83;25,228347;330,601653;223,53;107,071653;0,323869079;0;0,275557692
RX-01476;2025-06-19 00:00:00;2025;6;Jun;T2;Sur;Pasto;Hospital;Hospital Universitario Departamental de Nariño;Institucional;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;23;4,88;2,35;0,0877;5;29;0,0158;38;Baja;112,24;9,843448;102,396552;54,05;48,346552;0,472150195;0;0,186034483
RX-01477;2025-01-26 00:00:00;2025;1;Jan;T1;Centro;Bogotá;Hospital;Hospital Universitario San Ignacio;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;54;15,36;9,16;0,0486;2;28;0,0097;56;Baja;829,44;40,310784;789,129216;494,64;294,489216;0,373182503;1;0,074892857
RX-01478;2025-06-08 00:00:00;2025;6;Jun;T2;Centro;Tunja;Distribuidor;Drogas La Rebaja;Mayorista;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;52;8,72;4,02;0,1257;9;42;0,0085;53;Alta;453,44;56,997408;396,442592;209,04;187,402592;0,472710541;0;0,223392857
RX-01479;2025-07-07 00:00:00;2025;7;Jul;T3;Centro;Bogotá;Clínica;Fundación Santa Fe de Bogotá;Institucional;Vacunas;Vacuna VPH;Laboratorios MK;dosis;Sí;2;125,12;81,77;0,0994;4;39;0,0001;1;Baja;250,24;24,873856;225,366144;163,54;61,826144;0,274336433;0;0,102615385
RX-01480;2025-02-08 00:00:00;2025;2;Feb;T1;Oriente;Bucaramanga;Cadena de Farmacias;Farmatodo;Retail;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;8;36,42;24,67;0,0531;5;15;0,0132;8;Media;291,36;15,471216;275,888784;197,36;78,528784;0,284639277;0;0,355333333
RX-01481;2025-03-02 00:00:00;2025;3;Mar;T1;Sur;Neiva;Clínica;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;30;11,73;6,11;0,0682;6;24;0,012;33;Baja;351,9;23,99958;327,90042;183,3;144,60042;0,440988822;0;0,265
RX-01482;2025-10-12 00:00:00;2025;10;Oct;T4;Oriente;Villavicencio;Clínica;Hospital Departamental de Villavicencio;Institucional;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;11;4,81;2,41;0,0698;8;27;0,0086;15;Baja;52,91;3,693118;49,216882;26,51;22,706882;0,461363684;0;0,309037037
RX-01483;2025-03-31 00:00:00;2025;3;Mar;T1;Centro;Bogotá;Clínica;Fundación Santa Fe de Bogotá;Institucional;Oncología;Trastuzumab;Procaps;vial;Sí;1;1260,94;1052,23;0,0691;7;38;0,0049;1;Alta;1260,94;87,130954;1173,809046;1052,23;121,579046;0,103576511;0;0,188723684
RX-01484;2025-07-15 00:00:00;2025;7;Jul;T3;Centro;Tunja;Distribuidor;Drogas La Rebaja;Mayorista;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;64;16,63;9,49;0,1299;8;41;0,0074;57;Baja;1064,32;138,255168;926,064832;607,36;318,704832;0,34414959;0;0,202341463
RX-01485;2025-11-07 00:00:00;2025;11;Nov;T4;Occidente;Bello;Distribuidor;Drogas La Rebaja;Mayorista;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;140;6,87;3,52;0,1264;5;51;0,0068;116;Baja;961,8;121,57152;840,22848;492,8;347,42848;0,413492863;1;0,101372549
RX-01486;2025-12-18 00:00:00;2025;12;Dec;T4;Norte;Cartagena;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;5;65,33;39,68;0,088;9;10;0,0148;4;Media;326,65;28,7452;297,9048;198,4;99,5048;0,33401543;0;0,9666
RX-01487;2025-09-28 00:00:00;2025;9;Sep;T3;Sur;Neiva;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;33;17,53;9,96;0,0461;3;19;0,0094;27;Baja;578,49;26,668389;551,821611;328,68;223,141611;0,404372729;0;0,165315789
RX-01488;2025-06-06 00:00:00;2025;6;Jun;T2;Sur;Neiva;Hospital;Clínica Medilaser Neiva;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;4;65,72;41,08;0,1004;6;30;0,0022;3;Baja;262,88;26,393152;236,486848;164,32;72,166848;0,305162205;0;0,2022
RX-01489;2025-06-05 00:00:00;2025;6;Jun;T2;Oriente;Villavicencio;Clínica;Hospital Departamental de Villavicencio;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;31;11,28;6,86;0,0876;5;22;0,0097;37;Baja;349,68;30,631968;319,048032;212,66;106,388032;0,333454594;0;0,238295455
RX-01490;2025-10-06 00:00:00;2025;10;Oct;T4;Occidente;Medellín;Distribuidor;Droguerías Cafam;Mayorista;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;23;27,78;17,24;0,1346;11;38;0,0095;20;Baja;638,94;86,001324;552,938676;396,52;156,418676;0,282886119;0;0,303223684
RX-01491;2025-11-26 00:00:00;2025;11;Nov;T4;Sur;Cali;Clínica;Clínica Imbanaco;Institucional;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;13;7,81;3,78;0,0822;8;41;0,0082;24;Baja;101,53;8,345766;93,184234;49,14;44,044234;0,472657574;0;0,203121951
RX-01492;2025-02-09 00:00:00;2025;2;Feb;T1;Centro;Tunja;Hospital;Hospital Universitario San Rafael de Tunja;Institucional;Oncología;Trastuzumab;Procaps;vial;Sí;1;1328,33;1086,17;0,0956;11;34;0,0053;1;Alta;1328,33;126,988348;1201,341652;1086,17;115,171652;0,095869191;0;0,332102941
RX-01493;2025-03-01 00:00:00;2025;3;Mar;T1;Oriente;Cúcuta;Hospital;Clínica Medical Duarte;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;21;6,12;2,85;0,0909;4;25;0,0069;30;Baja;128,52;11,682468;116,837532;59,85;56,987532;0,487750221;0;0,16552
RX-01494;2025-03-13 00:00:00;2025;3;Mar;T1;Sur;Neiva;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;9;37,22;25,74;0,0474;2;21;0,0156;9;Baja;334,98;15,878052;319,101948;231,66;87,441948;0,274025115;0;0,102666667
RX-01495;2025-12-23 00:00:00;2025;12;Dec;T4;Occidente;Pereira;Clínica;Clínica Comfamiliar Risaralda;Institucional;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;11;12,41;6,17;0,0777;6;27;0,0111;12;Baja;136,51;10,606827;125,903173;67,87;58,033173;0,460934952;0;0,234555556
RX-01496;2025-12-03 00:00:00;2025;12;Dec;T4;Centro;Bogotá;Cadena de Farmacias;Droguerías Cafam;Retail;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;15;23,96;12,61;0,0387;4;18;0,012;16;Baja;359,4;13,90878;345,49122;189,15;156,34122;0,452518649;0;0,235555556
RX-01497;2025-04-20 00:00:00;2025;4;Apr;T2;Centro;Tunja;Hospital;Hospital Universitario San Rafael de Tunja;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;13;14,48;7,06;0,0637;4;26;0,0152;15;Baja;188,24;11,990888;176,249112;91,78;84,469112;0,479259788;0;0,165538462
RX-01498;2025-09-23 00:00:00;2025;9;Sep;T3;Occidente;Pereira;Cadena de Farmacias;Droguerías Cafam;Retail;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;13;13;6,79;0,0442;3;14;0,0119;15;Media;169;7,4698;161,5302;88,27;73,2602;0,453538719;0;0,227035714
RX-01499;2025-06-21 00:00:00;2025;6;Jun;T2;Centro;Bogotá;Cadena de Farmacias;Droguerías Audifarma;Retail;Salud digestiva;Probiótico 10B;Genfar;caja;No;13;14,99;9,09;0,0308;2;14;0,0104;17;Media;194,87;6,001996;188,868004;118,17;70,698004;0,374324939;0;0,150285714
RX-01500;2025-11-14 00:00:00;2025;11;Nov;T4;Sur;Pasto;Cadena de Farmacias;Drogas La Rebaja;Retail;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;23;7,92;4,24;0,0315;9;19;0,0182;21;Alta;182,16;5,73804;176,42196;97,52;78,90196;0,447234347;0;0,516789474
RX-01501;2025-08-05 00:00:00;2025;8;Aug;T3;Norte;Santa Marta;Cadena de Farmacias;Drogas La Rebaja;Retail;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;25,00;6,31;2,59;0,0296;3;13;0,0115;40;Media;157,75;4,6694;153,0806;64,75;88,3306;0,57702021;0;0,244038462
RX-01502;2025-02-09 00:00:00;2025;2;Feb;T1;Centro;Soacha;Cadena de Farmacias;;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;19;7,12;4,03;0,0432;2;29;0,0163;34;Baja;135,28;5,844096;129,435904;76,57;52,865904;0,408433073;0;0,074586207
RX-01503;2025-10-18 00:00:00;2025;10;Oct;T4;Oriente;Villavicencio;Hospital;Hospital Departamental de Villavicencio;Institucional;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;10;17,3;10,28;0,0793;6;37;0,0089;7;Baja;173;13,7189;159,2811;102,8;56,4811;0,354600138;0;0,169378378
RX-01504;2025-11-09 00:00:00;2025;11;Nov;T4;Norte;Santa Marta;Clínica;Hospital Universitario Julio Méndez Barreneche;Institucional;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;36;6,83;3,46;0,0654;4;48;0,0065;32;Baja;245,88;16,080552;229,799448;124,56;105,239448;0,457962144;0;0,086041667
